MAZ,NO,CODE,NAME,USEIMAGEFILE,CATNO,CATNAME,XCOORD,YCOORD,IMAGEHEIGHT,USEIMAGEHEIGHT,IMAGEANGLE,ACTIVE_ACRES,ADT2000,ADT2017,ADTMODEL,AFFGEOID,ALAND,AWATER,BLKGRP,BLOCK,BUILT_FORM,CITY,CITYNM,COLLEGEENROLL,COUNTY,COUNTYFP,CTNUM,DAYCAREFAC,DISTRICT06,DIST_9TO12,DIST_KTO8,EBIKEACCTIME,ECT_DIST,ELEM,EMP2000,EMPMODEL,EMPPER,EMP_ACC,EMP_AER,EMP_AFS,EMP_CON,EMP_EDU,EMP_FSD,EMP_GOV,EMP_HCS,EMP_HTMFG,EMP_IFRPBS,EMP_MFG,EMP_NHTMFG,EMP_NRM,EMP_OSV,EMP_RCS,EMP_RET,EMP_TOTAL,EMP_TWU,EMP_WT,ENROLLGRADE9to12,ENROLLGRADEKto8,ENROLL_912,ESCOOACCTIME,EXPPRK_DAY,EXPPRK_HR,EXPPRK_MNTH,EXTERNAL,EXT_GROWTH,EXT_NWRK_SIZE,EXT_WORK_SIZE,GA,GEOID,GEOID20,GEOIDFQ20,HHDEN,HHPER,HIGH,HIGH_DIST,INTHMI,INTPTLAT,INTPTLON,INT_GROWTH,MAXCONNECTORWEIGHT,MAZID,MIDDLE,MID_DIST,NEW_MZNUM,OBJECTID,OSPC_ACRES,PARKACRES,PARKAREA,PARKATTRACT,PARKCLASS,PARKDEVELOP,PNR_LOT_NAME,PNR_SPACES,POP2000,POPEMPDEN,POPHHDEN,POPMODEL,PRKCST_DAY,PRKCST_HR,PRKCST_MNTH,PRKSPACES,PUMA,RETDEN,RIVER,SCHDIST,SHAPE_AREA,SHAPE_LENG,SKATS,STATEFP,SUFFIX,TAZ,TAZABM,TERMINALTIME,TOTEMP23,TOTEMPHH,TOTGQHHS,TOTHHS,TOTNGQHHS,TOTNUMZONES,TOTPOP,TRACT,TRACTCE,TRACT_NUM,TYPENO,UGB,UGBID,WLKTIME_BRT,WLKTIME_BUS,WLKTIME_CR,WLKTIME_LRT,ACRES,walk_dist_local_bus,walk_dist_premium_transit,empden,retempden,duden,popden,popempdenpermi,totint,exp_hourly,exp_daily,exp_monthly,external_size_term
8938,8938,,Block 2020,0,25,PedestrianZones,2301703.068,145153.5131,10,0,0,0.0,0,0,0,,10502,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,2020.0,410470000000000.0,1000000US410470006002020,0.0,0.7,80103,0,144,44.9451709,-123.0132195,0,1,8010002020,80082,0,0,51386,0.0,0.0,0,0,,,,0,0,0.23,0.54,0,0.0,0,0.0,0,0,0,0,1,113020.88,1341.4,1,,,100,80100,1,3,10,0,7,0,0,13,600,,0,0,1,0,0,0,0,0,2.594600022,0.124,999999,0.797,0.043,4.457,9.965,6887.952,144,0.0,0.0,0.0,0
8939,8939,,Block 1034,0,25,PedestrianZones,2301994.793,145603.9906,10,0,0,0.0,0,0,0,,9826,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9999,0,0,0,0,0,0,0,4,1034.0,410470000000000.0,1000000US410470006001034,0.0,0.92,80103,0,119,44.9493045,-123.0097018,0,1,8009901034,80082,0,0,51387,0.0,0.0,0,0,,,,0,0,0.05,0.58,0,0.0,0,0.0,0,0,0,0,1,105740.61,1361.98,1,,,99,80099,1,1,12,0,11,0,0,19,600,,0,0,1,0,0,0,0,0,2.427468202,0.064,999999,1.427,0.115,3.86,9.143,6764.897,119,0.0,0.0,0.0,0
8940,8940,,Block 1033,0,25,PedestrianZones,2302186.035,145666.7423,10,0,0,0.0,0,0,0,,36834,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,1033.0,410470000000000.0,1000000US410470006001033,0.0,0.93,80103,0,112,44.9499224,-123.0073041,0,1,8009901033,80082,0,0,51388,0.0,0.0,0,0,,,,0,0,0.03,0.45,0,0.0,0,0.0,0,0,0,0,1,396404.73,2632.44,1,,,99,80099,1,3,44,0,41,0,0,91,600,,0,0,1,0,0,0,0,0,9.100192407,0.242,999999,1.792,0.139,3.753,8.903,6844.999,112,0.0,0.0,0.0,0
8942,8942,,Block 2021,0,25,PedestrianZones,2301799.451,145111.3602,10,0,0,0.0,0,0,0,,11934,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,2021.0,410470000000000.0,1000000US410470006002021,0.0,0.61,80103,0,149,44.9448187,-123.0119821,0,1,8010002021,80082,0,0,51390,0.0,0.0,0,0,,,,0,0,0.25,0.39,0,0.0,0,0.0,0,0,0,0,1,128433.52,1426.74,1,,,100,80100,1,7,18,0,11,0,0,28,600,,0,0,1,0,0,0,0,0,2.948425366,0.191,999999,1.898,0.043,3.634,8.197,6460.849,149,0.0,0.0,0.0,0
8943,8943,,Block 3010,0,25,PedestrianZones,2301667.924,144659.8677,10,0,0,0.0,0,0,0,,22098,0,3,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,3010.0,410470000000000.0,1000000US410470006003010,0.0,0.97,80103,0,126,44.9407208,-123.01347,0,1,8010503010,80082,0,0,51391,0.0,0.0,0,0,,,,0,0,0.01,0.47,0,0.0,0,0.0,0,0,0,0,1,237816.44,2141.69,1,,,105,80105,1,1,34,0,33,0,0,70,600,,0,0,1,0,0,0,0,0,5.45950951,0.014,999999,3.057,0.092,3.999,8.33,7287.65,126,0.0,0.0,0.0,0
8944,8944,,Block 2025,0,25,PedestrianZones,2301759.186,145018.8729,10,0,0,0.0,0,0,0,,11766,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,2025.0,410470000000000.0,1000000US410470006002025,0.0,1.0,80103,0,144,44.9439755,-123.0124557,0,1,8010002025,80082,0,0,51392,0.0,0.0,0,0,,,,0,0,0.0,0.44,0,0.0,0,0.0,0,0,0,0,1,126625.58,1410.53,1,,,100,80100,1,0,11,0,11,0,0,25,600,,0,0,1,0,0,0,0,0,2.906920808,0.145,999999,2.655,0.087,3.944,8.635,7225.2,144,0.0,0.0,0.0,0
8945,8945,,Block 2024,0,25,PedestrianZones,2301870.512,144995.7963,10,0,0,0.0,0,0,0,,4764,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,2024.0,410470000000000.0,1000000US410470006002024,0.0,1.0,80103,0,141,44.9437991,-123.0110366,0,1,8010002024,80082,0,0,51393,0.0,0.0,0,0,,,,0,0,0.0,0.5,0,0.0,0,0.0,0,0,0,0,1,51271.36,995.56,1,,,100,80100,1,0,4,0,4,0,0,8,600,,0,0,1,0,0,0,0,0,1.177027506,0.224,999999,2.124,0.041,4.052,9.005,7122.914,141,0.0,0.0,0.0,0
8946,8946,,Block 6001,0,25,PedestrianZones,2301628.264,144461.9556,10,0,0,0.0,0,0,0,,8449,0,6,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,6001.0,410470000000000.0,1000000US410470009006001,0.0,0.95,80103,0,138,44.9389295,-123.0138943,0,1,8010806001,80082,0,0,51394,0.0,0.0,0,0,,,,0,0,0.03,0.58,0,0.0,0,0.0,0,0,0,0,1,90928.89,1456.08,1,,,108,80108,1,1,19,0,18,0,0,31,900,,0,0,1,0,0,0,0,0,2.087438189,0.065,999999,4.084,0.12,4.555,9.45,8661.444,138,0.0,0.0,0.0,0
8948,8948,,Block 3000,0,25,PedestrianZones,2302000.776,144811.9046,10,0,0,9.47,0,0,0,,101060,0,3,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80100,0,0,1,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,230,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,3000.0,410470000000000.0,1000000US410470006003000,3.38,0.16,80103,0,127,44.9421814,-123.0093143,0,3,8010703000,80082,0,0,51396,0.0,9.47,0,2,CEMETERY,DEVELOPED,,0,0,2.53,0.47,0,0.0,0,0.0,0,0,0,0,1,1087584.35,5035.37,1,,,107,80107,1,172,204,0,32,0,0,68,600,,0,0,1,0,0,0,0,0,24.96747909,0.161,999999,11.247,0.026,2.32,5.632,10802.504,127,0.0,0.0,0.0,0
8950,8950,,Block 5001,0,25,PedestrianZones,2301908.88,144494.932,10,0,0,0.0,0,0,0,,10033,0,5,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,5001.0,410470000000000.0,1000000US410470009005001,0.0,1.0,80103,0,119,44.9393046,-123.0103534,0,1,8010905001,80082,0,0,51398,0.0,0.0,0,0,,,,0,0,0.0,0.39,0,0.0,0,0.0,0,0,0,0,1,107970.23,1369.38,1,,,109,80109,1,0,13,0,13,0,0,33,900,,0,0,1,0,0,0,0,0,2.478653264,0.082,999999,8.334,0.073,3.281,7.292,10000.752,119,0.0,0.0,0.0,0
8951,8951,,Block 3001,0,25,PedestrianZones,2302057.658,144616.246,10,0,0,0.0,0,0,0,,17255,0,3,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,7,129,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,3001.0,410470000000000.0,1000000US410470006003001,0.0,0.11,80103,0,117,44.9404374,-123.0085169,0,3,8010703001,80082,0,0,51399,0.0,0.0,0,0,,,,0,0,5.27,0.65,0,0.0,0,0.0,0,0,0,0,1,185698.0,1804.97,1,,,107,80107,1,137,154,0,17,0,0,26,600,,0,0,1,0,0,0,0,0,4.263035608,0.009,999999,8.593,0.07,2.444,5.661,9122.353,117,0.0,0.0,0.0,0
8952,8952,,Block 5000,0,25,PedestrianZones,2301985.149,144488.7641,10,0,0,0.0,0,0,0,,12727,0,5,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,5000.0,410470000000000.0,1000000US410470009005000,0.0,0.89,80103,0,121,44.9392704,-123.0093851,0,1,8010905000,80082,0,0,51400,0.0,0.0,0,0,,,,0,0,0.04,0.36,0,0.0,0,0.0,0,0,0,0,1,136968.15,1606.47,1,,,109,80109,1,2,19,0,17,0,0,47,900,,0,0,1,0,0,0,0,0,3.144353232,0.046,999999,8.654,0.072,2.835,6.372,9617.045,121,0.0,0.0,0.0,0
8953,8953,,Block 6022,0,25,PedestrianZones,2301341.013,144183.0177,10,0,0,0.0,0,0,0,,12671,0,6,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,6022.0,410470000000000.0,1000000US410470009006022,0.0,1.0,80103,0,168,44.93634,-123.0174221,0,1,8010806022,80082,0,0,51401,0.0,0.0,0,0,,,,0,0,0.0,0.71,0,0.0,0,0.0,0,0,0,0,1,136364.81,1505.42,1,,,108,80108,1,0,17,0,17,0,0,24,900,,0,0,1,0,0,0,0,0,3.13050245,0.201,999999,4.059,0.13,5.374,10.971,9619.604,168,0.0,0.0,0.0,0
8954,8954,,Block 6021,0,25,PedestrianZones,2301438.043,144159.9518,10,0,0,0.0,0,0,0,,12161,0,6,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,6021.0,410470000000000.0,1000000US410470009006021,0.0,1.0,80103,0,150,44.9361597,-123.0161842,0,1,8010806021,80082,0,0,51402,0.0,0.0,0,0,,,,0,0,0.0,0.7,0,0.0,0,0.0,0,0,0,0,1,130869.37,1665.1,1,,,108,80108,1,0,14,0,14,0,0,20,900,,0,0,1,0,0,0,0,0,3.004344613,0.25,999999,4.083,0.167,4.552,9.341,8591.493,150,0.0,0.0,0.0,0
8955,8955,,Block 6026,0,25,PedestrianZones,2301464.767,144264.8092,10,0,0,0.0,0,0,0,,12843,0,6,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,6026.0,410470000000000.0,1000000US410470009006026,0.0,0.94,80103,0,155,44.9371103,-123.0158871,0,1,8010806026,80082,0,0,51403,0.0,0.0,0,0,,,,0,0,0.04,0.74,0,0.0,0,0.0,0,0,0,0,1,138217.56,1498.25,1,,,108,80108,1,1,18,0,17,0,0,23,900,,0,0,1,0,0,0,0,0,3.173035806,0.198,999999,4.379,0.149,4.834,9.966,9180.858,155,0.0,0.0,0.0,0
8956,8956,,Block 6018,0,25,PedestrianZones,2301569.732,144260.7794,10,0,0,2.31,0,0,0,,15724,0,6,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,6018.0,410470000000000.0,1000000US410470009006018,0.87,1.0,80103,0,141,44.9371035,-123.0145563,0,1,8010806018,80082,0,0,51404,0.0,2.31,0,3,NEIGHBORHOOD PARK,DEVELOPED,,0,0,0.0,1.0,0,0.0,0,0.0,0,0,0,0,1,169222.63,2023.81,1,,,108,80108,1,0,2,0,2,0,0,2,900,,0,0,1,0,0,0,0,0,3.884813534,0.198,999999,4.379,0.149,4.834,9.966,9180.858,141,0.0,0.0,0.0,0
8957,8957,,Block 5005,0,25,PedestrianZones,2301812.135,144179.157,10,0,0,0.0,0,0,0,,12222,0,5,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,5005.0,410470000000000.0,1000000US410470009005005,0.0,1.0,80103,0,121,44.9364372,-123.0114543,0,1,8010905005,80082,0,0,51405,0.0,0.0,0,0,,,,0,0,0.0,0.42,0,0.0,0,0.0,0,0,0,0,1,131536.12,1789.61,1,,,109,80109,1,0,15,0,15,0,0,36,900,,0,0,1,0,0,0,0,0,3.019651155,0.26,999999,9.635,0.111,3.242,7.699,11093.994,121,0.0,0.0,0.0,0
8960,8960,,Block 6020,0,25,PedestrianZones,2301526.56,144116.7799,10,0,0,0.0,0,0,0,,10833,0,6,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,6020.0,410470000000000.0,1000000US410470009006020,0.0,1.0,80103,0,140,44.9357961,-123.0150462,0,1,8010806020,80082,0,0,51408,0.0,0.0,0,0,,,,0,0,0.0,0.75,0,0.0,0,0.0,0,0,0,0,1,116577.7,1383.26,1,,,108,80108,1,0,6,0,6,0,0,8,900,,0,0,1,0,0,0,0,0,2.676253404,0.228,999999,3.57,0.155,4.607,9.769,8537.241,140,0.0,0.0,0.0,0
8983,8983,,Block 1003,0,25,PedestrianZones,2301982.365,146207.1043,10,0,0,0.0,0,0,0,,39805,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,1003.0,410470000000000.0,1000000US410470006001003,0.0,1.0,80103,0,86,44.954726,-123.0100967,0,1,8009901003,80377,0,0,51687,0.0,0.0,0,0,,,,0,0,0.0,0.42,0,0.0,0,0.0,0,0,0,0,1,428372.87,3012.04,1,,,99,80099,1,0,19,0,19,0,0,45,600,,0,0,1,0,0,0,0,0,9.83407925,0.041,999999,2.319,0.155,1.578,3.655,3823.512,86,0.0,0.0,0.0,0
9000,9000,,Block 3006,0,25,PedestrianZones,2300045.198,146524.3262,10,0,0,0.0,0,0,0,,10656,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,9999,0,0,0,0,0,0,0,3,3006.0,410470000000000.0,1000000US410470003003006,0.0,0.29,80103,0,104,44.9570352,-123.0347626,0,3,8008603006,80417,0,0,51793,0.0,0.0,0,0,,,,0,0,2.0,0.8,0,0.0,0,0.0,0,0,0,0,1,114678.25,1341.06,1,,,86,80086,1,10,14,0,4,0,0,5,300,,0,0,1,0,0,0,0,0,2.632648109,0.278,999999,4.592,0.082,2.238,4.008,5504.29,104,0.0,0.0,0.0,0
9014,9014,,Block 1015,0,25,PedestrianZones,2300317.082,145788.1103,10,0,0,0.0,0,0,0,,10480,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,9999,0,0,0,0,0,0,0,1,1015.0,410470000000000.0,1000000US410470002001015,0.0,0.12,80103,0,150,44.9504897,-123.0310259,0,3,8008401015,80068,0,0,51811,0.0,0.0,0,0,,,,0,0,3.83,0.5,0,0.0,0,0.0,0,0,0,0,1,112782.54,1349.83,1,,,84,80084,2,23,26,0,3,0,0,6,200,,0,0,1,0,0,0,0,0,2.589128668,0.062,999999,8.0,0.255,3.742,7.552,9953.276,150,0.0,0.0,0.0,0
9015,9015,,Block 1018,0,25,PedestrianZones,2300602.827,145677.0223,10,0,0,0.0,0,0,0,,10413,0,1,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,1,1018.0,410470000000000.0,1000000US410470002001018,0.0,1.0,80103,0,161,44.949571,-123.0273624,0,1,8008401018,80082,0,0,51812,0.0,0.0,0,0,,,,0,0,0.0,0.5,0,0.0,0,0.0,0,0,0,0,1,112063.7,1339.45,1,,,84,80084,2,0,3,0,3,0,0,6,200,,0,0,1,0,0,0,0,0,2.572626317,0.121,999999,11.473,0.203,3.94,8.001,12463.476,161,0.0,0.0,0.0,0
9016,9016,,Block 3026,0,25,PedestrianZones,2300279.835,144609.1785,10,0,0,0.0,0,0,0,,10286,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,9999,0,0,0,0,0,0,0,1,3026.0,410470000000000.0,1000000US410470002003026,0.0,0.0,80103,0,132,44.9398749,-123.0310298,0,3,8008003026,80068,0,0,51813,0.0,2.07,0,3,NEIGHBORHOOD PARK,,,0,0,0.0,0.0,0,0.0,0,0.0,38,0,0,0,1,110696.14,1386.35,1,,,80,80080,2,61,61,0,0,0,0,0,200,,0,0,1,0,0,0,0,0,2.541231467,0.041,999999,61.335,0.729,2.218,3.675,41606.585,132,0.20644913,3.411164195,0.911503233,0
9017,9017,,Block 2020,0,25,PedestrianZones,2300880.471,145674.8489,10,0,0,0.0,0,0,0,,13668,0,2,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,1,0,0,0,7,0,0,0,18,0,19,0,0,0,0,0,1,46,0,0,0,0,0,9999,0,0,0,0,0,0,0,3,2020.0,410470000000000.0,1000000US410470003002020,0.0,0.09,80103,0,156,44.9496296,-123.0238447,0,3,8009502020,80082,0,0,51814,0.0,0.0,0,0,,,,0,0,5.89,0.56,0,0.0,0,0.0,0,0,0,0,1,147089.22,1539.32,1,,,95,80095,1,53,58,0,5,0,0,9,300,,0,0,1,0,0,0,0,0,3.376700821,0.042,999999,9.483,0.257,4.11,8.872,11746.881,156,0.0,0.0,0.0,0
9037,9037,,Block 6010,0,25,PedestrianZones,2301269.36,144319.2745,10,0,0,0.0,0,0,0,,7331,0,6,410470000000000.0,0,2,Salem,0,47,,0,1,4,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,4,6010.0,410470000000000.0,1000000US410470009006010,0.0,1.0,80103,0,163,44.9375455,-123.0183833,0,1,8010806010,80082,0,0,51853,0.0,0.0,0,0,,,,0,0,0.0,0.69,0,0.0,0,0.0,0,0,0,0,1,78892.15,1190.12,1,,,108,80108,1,0,9,0,9,0,0,13,900,,0,0,1,0,0,0,0,0,1.81111303,0.211,999999,4.686,0.126,5.253,10.52,9731.41,163,0.0,0.0,0.0,0
9047,9047,,Block 3009,0,25,PedestrianZones,2300636.934,145435.23,10,0,0,0.0,0,0,0,,14930,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,9999,0,0,0,0,0,0,0,1,3009.0,410470000000000.0,1000000US410470002003009,0.0,0.73,80103,0,147,44.9474057,-123.0268346,0,1,8008303009,80082,0,0,51866,0.0,0.0,0,0,,,,0,0,0.32,0.86,0,0.0,0,0.0,0,0,0,0,1,160678.82,1617.91,1,,,83,80083,2,7,26,0,19,0,0,22,200,,0,0,1,0,0,0,0,0,3.68867496,0.04,999999,31.891,0.089,4.015,8.136,25616.952,147,0.0,0.0,0.0,0
9048,9048,,Block 3003,0,25,PedestrianZones,2300714.71,145632.6306,10,0,0,0.0,0,0,0,,13939,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,1,3003.0,410470000000000.0,1000000US410470002003003,0.0,1.0,80103,0,158,44.9492032,-123.0259276,0,1,8008303003,80082,0,0,51867,0.0,0.0,0,0,,,,0,0,0.0,0.82,0,0.0,0,0.0,0,0,0,0,1,150009.77,1563.33,1,,,83,80083,2,0,14,0,14,0,0,17,200,,0,0,1,0,0,0,0,0,3.443747495,0.0,999999,21.844,0.124,4.098,8.597,19482.547,158,0.0,0.0,0.0,0
9049,9049,,Block 3029,0,25,PedestrianZones,2300584.083,144522.7628,10,0,0,0.0,0,0,0,,9904,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80106,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,9999,0,0,0,0,0,0,0,1,3029.0,410470000000000.0,1000000US410470002003029,0.0,0.41,80103,0,127,44.9391833,-123.0271423,0,3,8008003029,80068,0,0,51868,0.0,0.0,0,0,,,,0,0,0.91,0.64,0,0.0,0,0.0,47,0,0,0,1,106589.89,1444.66,1,,,80,80080,2,68,116,0,48,0,0,75,200,,0,0,1,0,0,0,0,0,2.446964959,0.123,999999,44.552,0.677,3.562,6.682,32789.736,127,0.205918973,3.378258534,0.905435108,0
9056,9056,,Block 3013,0,25,PedestrianZones,2300481.636,146857.9765,10,0,0,0.0,0,0,0,,13255,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,3,3013.0,410470000000000.0,1000000US410470003003013,0.0,1.0,80103,0,144,44.9601594,-123.029366,0,1,8008803013,80417,0,0,51875,0.0,0.0,0,0,,,,0,0,0.0,0.88,0,0.0,0,0.0,0,0,0,0,1,142644.81,1511.57,1,,,88,80088,1,0,15,0,15,0,0,17,300,,0,0,1,0,0,0,0,0,3.274671351,0.083,999999,3.987,0.127,2.59,5.143,5842.853,144,0.0,0.0,0.0,0
9057,9057,,Block 3044,0,25,PedestrianZones,2300069.456,145992.9589,10,0,0,0.0,0,0,0,,10221,0,3,410470000000000.0,0,2,Salem,0,47,,0,0,1,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,18,0,0,0,9999,0,0,0,0,0,0,0,1,3044.0,410470000000000.0,1000000US410470003003044,0.0,0.42,80103,0,128,44.9522625,-123.034244,0,3,8008903044,80068,0,0,51876,0.0,0.0,0,0,,,,0,0,1.22,0.89,0,0.0,0,0.0,0,0,0,0,1,109997.1,1326.4,1,,,89,80089,2,11,19,0,8,0,0,9,300,,0,0,1,0,0,0,0,0,2.525183666,0.123,999999,8.941,0.501,2.905,6.122,9640.063,128,0.0,0.0,0.0,0
9058,9058,,Block 4031,0,25,PedestrianZones,2300559.714,146127.2166,10,0,0,0.0,0,0,0,,9822,0,4,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,0,0,0,0,0,3,4031.0,410470000000000.0,1000000US410470003004031,0.0,1.0,80103,0,171,44.9536083,-123.028087,0,1,8009104031,80082,0,0,51877,0.0,0.0,0,0,,,,0,0,0.0,0.41,0,0.0,0,0.0,0,0,0,0,1,105702.35,1300.86,1,,,91,80091,1,0,11,0,11,0,0,27,300,,0,0,1,0,0,0,0,0,2.426589846,0.186,999999,5.583,0.144,4.403,9.589,9709.992,171,0.0,0.0,0.0,0
9059,9059,,Block 4007,0,25,PedestrianZones,2300780.885,146905.4776,10,0,0,0.0,0,0,0,,12366,0,4,410470000000000.0,0,2,Salem,0,47,,0,0,4,1,1,9999,0,80092,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9999,0,0,0,0,0,0,0,3,4007.0,410470000000000.0,1000000US410470003004007,0.0,0.83,80103,0,149,44.9606709,-123.0255936,0,1,8009304007,80417,0,0,51878,0.0,0.0,0,0,,,,0,0,0.12,0.59,0,0.0,0,0.0,0,0,0,0,1,133080.04,1477.3,1,,,93,80093,1,2,12,0,10,0,0,17,300,,0,0,1,0,0,0,0,0,3.055094726,0.089,999999,4.051,1.481,3.143,7.481,7380.431,149,0.0,0.0,0.0,0
